,title,author,rating,voters,price,currency,description,publisher,page_count,generes,ISBN,language,published_date
49,The Last Wife: An absolutely gripping and emotional page turner with a brilliant twist,Nicola Marsh,4.7,7,14.96,SAR,"‘This was SOME read. Now I know what it means when people say a book was unputdownable. I just had to finish this in one sitting. It was just too good to wait until the next day… You will NOT want to miss this... Ten stars definitely!’ Netgalley reviewer, 5 stars
Trusting his family was her first mistake.
All Ria ever wanted was a family. Growing up alone in foster care, she imagined just how it would be. So when she fell in love with Grayson and had their daughter Shelley, she was determined to make his family love her too. She knew she’d never fit in with her glamorous sisters-in-law, or at the exclusive picture-perfect Chicago parties her mother-in-law threw, but with Grayson’s arm around her waist she tried her best to be a Parker.
Everything changed when Grayson disappeared.
Until one morning, Grayson leaves the house for work and never comes home. Left to raise Shelley alone, Ria is forced to turn to her husband’s family, to let her intimidating mother-in-law into her life, allow her to babysit Shelley, and accept her financial support. She tries to ignore the feeling that her sisters-in-law never thought she was good enough. They say they have no idea what happened to Grayson, and she tries very hard to believe them.
But Ria is about to learn that every Parker wife has secrets.
And protecting her daughter might come at a terrible price…
From USA Today bestseller Nicola Marsh. Utterly compelling, The Last Wife is an emotionally-charged novel about what one woman will do to survive. Perfect for fans of Liane Moriarty, Kerry Fisher and The Other Woman.
Readers love The Last Wife!‘I was hooked from the thrilling prologue straight through to that jaw-dropping finale!... Drew me in and left me craving for more… Domestic suspense that'll easily have you swiping your night away.’ Misty’s Corner Reviews, 5 stars
‘WOW. I cannot say enough about this book! This book was the definition of a page turner – the plot twists kept me hooked up until the very end! Goodreads reviewer
‘What an amazing book. I couldn't put it down. Had my attention from start to finish. plenty of suspense and twists and turns. Just when I thought I had it figured out I was proven wrong.’ Goodreads reviewer, 5 stars‘Gripped right from the start, I couldn’t turn the pages on my kindle fast enough. Everything immediately drew me in… Taken on a wild addictive ride and what a bloody great ride it is!... Wickedly twisted, highly addictive, utterly deceptive and I absolutely loved it!’ Once Upon A Time Book Blog, 5 stars
‘Wow. Just wow. From beginning to end you had no idea where this book was going… This is a must read book… At one point you are yelling at the book because darn it tell me, the ending had me shook. I was quaking. Definitely not what I was expecting.’ Goodreads reviewer, 5 stars
‘Deliciously good! I could hardly put it down. The family dynamics in this salacious drama feel like the best reality show mixed with a soap opera… I highly recommend this book to anyone.’ Goodreads reviewer, 5 stars
‘A fabulous read! There's everything here – secrets, danger, deceit… keeps you hooked right until the last page… Not giving anything away, simply to say, this is definitely a must read.’ Brook Cottage Books, 5 stars
‘I just loved this book! My second of Nicola Marsh’s books and it did not disappoint. A domestic thriller that kept me guessing until the very end… Highly recommend.’ Chapter Chatter Pub, 5 stars
‘I have read this book in less than three hours. It was quick, sharp and full of unexpected twists. Fully recommended! I will definitely reach for more books of this author.’ Goodreads reviewer, 5 stars",Bookouture,358,none,9.78184E+12,English,"Oct 11, 2019"
50,Twas The Nightshift Before Christmas: Festive hospital diaries from the author of million-copy hit This is Going to Hurt,Adam Kay,4.7,47,41.82,SAR,"A short gift book of festive hospital diaries from the author of million-copy bestseller This is Going to HurtChristmas is coming, the goose is getting fat . . . but 1.4 million NHS staff are heading off to work. In this perfect present for anyone who has ever set foot in a hospital, Adam Kay delves back into his diaries for a hilarious, horrifying and sometimes heartbreaking peek behind the blue curtain at Christmastime.Twas the Nightshift Before Christmas is a love letter to all those who spend their festive season on the front line, removing babies and baubles from the various places they get stuck, at the most wonderful time of the year.'The perfect surgical stocking-filler' The Times",Pan Macmillan,112,"Literary Collections , Letters",9.78153E+12,English,"Oct 17, 2019"
51,You'll Never See Daylight Again,Michaella McCollum,4.3,6,42.16,SAR,"Michaella was just a regular girl, spending the summer working at a bar in Ibiza, until she was approached by a man who asked her if she'd like to make some quick, easy money...and her decision would change her life forever. Her image was broadcast all over the world, as half of the infamous Peru Two, after she was caught and imprisoned for attempting to smuggle 11kg of cocaine from Peru to Madrid. You'll Never See Daylight is the gritty true story of Michaella's time in a Peruvian prison - recounting tales of vicious guards, psychotic inmates and horrendous prison conditions - and the struggles she faced as she attempted to rebuild her life among such scandal and notoriety.
 
 You'll Never See Daylight is a brilliantly affecting and redemptive tale of a naïve young girl who comes of age in the dark heart of Peru.",Kings Road Publishing,476,none,9.78179E+12,English,"Oct 31, 2019"
52,The Raven,Edgar Allan Poe,3.9,"32,771",0,Free,"Edgar Allan Poe’s celebrated narrative poem now available as an ebook, including an extended excerpt from Mrs. Poe by Lynn Cullen, a vivid and compelling novel about a poet who becomes entangled in an affair with Edgar Allan Poe—at the same time that she becomes the unwilling confidante of his much-younger wife.",Simon and Schuster,32,"Fiction , Literary",9.78148E+12,English,"Aug 26, 2013"
53,Death of a Bachelorette,Laura Levine,4,7,29.9,SAR,"Freelance writer Jaine Austen thought working for a knock-off reality show in the tropics would be paradise. But when she and her kitty Prozac find themselves trapped between a dimwitted leading man, catty contestants, and a cold-blooded murderer, the splashy gig becomes one deadly nightmare . . .
 
Jaine’s life has been a royal pain since she started penning dialogue for Some Day My Prince Will Come—a cheesy dating show that features bachelorettes competing for the heart of Spencer Dalworth VII, a very distant heir to the British throne. But when one of the finalists dies in a freak accident, it’s clear someone wanted the woman out of the race for good—and the police won’t allow a soul off the island until they seize the culprit. Terrified of existing another day without air conditioning and eager to return home, Jaine is throwing herself into the investigation. And she better pounce on clues quickly—or there won’t be any survivors left . . .",Kensington Books,304,"Fiction , Mystery &amp, Detective , Amateur Sleuth",9.7815E+12,English,"Jul 1, 2017"
54,Little Girl Lost: A Lucy Black Thriller,Brian McGilloway,4,"1,251",35.44,SAR,"This New York Times bestseller is perfect for fans of Tana French and Dennis Lehane.Midwinter. A child is found wandering through the snowy woods, her hands covered in someone else's blood. And she cannot—or will not—speak, not even to share her name.Who is this little girl lost? The only adult she seems to trust is the young officer who found her, Detective Lucy Black. Before long, Lucy manages to connect her case to that of a missing teenager, the kidnapped daughter of a local real estate tycoon. As the investigation twists and turns, Lucy is forced to question not only a range of dangerous suspects, but also everything she thought she knew about her own past.",Harper Collins,336,"Fiction , Mystery &amp, Detective , Women Sleuths",9.78006E+12,English,"Feb 18, 2014"
55,I Am Pilgrim: The bestselling Richard & Judy Book Club pick,Terry Hayes,4.4,"1,130",49.92,SAR,"'An all too plausible disaster for the world we live in. Great nail-biting stuff' - Robert Goddard
'The plot twists and turns like a python in a sack... Visceral, gritty and cinematic' - The TimesWhen your past comes calling, it's time to disappear . . . Pilgrim is the codename for a man who doesn’t exist. The adopted son of a wealthy American family, he once headed up a secret espionage unit for US intelligence. Before he disappeared into anonymous retirement, he wrote the definitive book on forensic criminal investigation.But that book will come back to haunt him. It will help NYPD detective Ben Bradley track him down. And it will take him to a rundown New York hotel room where the body of a woman is found facedown in a bath of acid.Her features erased, her teeth missing, her fingerprints gone. The perfect crime, it's a textbook murder – and Pilgrim wrote the book.What begins as an unusual and challenging investigation will become a terrifying race-against-time to save America from oblivion, in the Sunday Times bestselling novel from Terry Hayes.",Random House,704,"Fiction , Thrillers , Suspense",9.78145E+12,English,"Jul 18, 2013"
56,Civil War: Volume 1,Mark Millar,4.5,"5,177",51.16,SAR,The landscape of the Marvel Universe is changing; and it's time to choose: Whose side are you on? A conflict has been brewing; threatening to pit friend against friend; brother against brother - and all it will take is a single misstep to cost thousands their lives and ignite the fuse! As the war claims its first victims; no one is safe as teams; friendships and families begin to fall apart. The crossover that rewrites the rules; Civil War stars Spider-Man; the New Avengers; the Fantastic Four; the X-Men and the entirety of the Marvel pantheon! Collects Civil War (2006) #1-7.,Marvel Entertainment,208,"Comics &amp, Graphic Novels , Superheroes",9.78079E+12,English,"Jan 1, 2011"
57,The Neatest Little Guide to Stock Market Investing: Fifth Edition,Jason Kelly,4.1,57,62.1,SAR,"The essential stock market guide for beginners, updated with timely strategies for investing your money. The perfect gift for anyone hoping to learn the basics of investing. 

Now in its fifth edition, The Neatest Little Guide to Stock Market Investing has established itself as a clear, concise, and highly effective approach to stocks and investment strategy. Rooted in the principles that made it invaluable from the start, this completely revised and updated edition of The Neatest Little Guide to Stock Market Investing shares a wealth of information, including: 

•What has changed and what remains timeless as the economy recovers from the subprime crash 

•All-new insights from deep historical research showing which measurements best identify winning stocks 

•A rock-solid value averaging plan that grows 3 percent per quarter, regardless of the economic climate 

•An exclusive conversation with legendary Legg Mason portfolio manager Bill Miller, revealing what he learned from the crash and recovery 

•Thoroughly updated resources emphasizing online tools, the latest stock screeners, and analytical sites that best navigated recent trends 

Accessible and intelligent, The Neatest Little Guide to Stock Market Investing is what every investor, new or seasoned, needs to keep pace in the current market. This book is a must read for anyone looking to make money in the stock market this year!",Penguin,336,none,9.7811E+12,English,"Dec 24, 2012"
58,The Guardians: The explosive new thriller from international bestseller John Grisham,John Grisham,,,98.42,SAR,"The Sunday Times bestseller from international bestseller John Grisham.'Grisham at his passionate best' - Daily Mail

He was framed for murder.
 Now he needs a miracle. 
 
 22 years ago Quincy Miller was sentenced to life without parole. He was accused of killing Keith Russo, a lawyer in a small Florida town. But there were no reliable witnesses and little motive. Just the fact that Russo had botched Quincy's divorce case, that Quincy was black in a largely all-white town and that a blood-splattered torch was found in the boot of Quincy's car. A torch he swore was planted. A torch that was conveniently destroyed in a fire just before his trial. The lack of evidence made no difference to judge or jury. In the eyes of the law Quincy was guilty and, no matter how often he protested his innocence, his punishment was life in prison. Finally, after 22 years, comes Quincy's one and only chance of freedom. An innocence lawyer and minister, Cullen Post, takes on his case. Post has exonerated eight men in the last ten years. He intends to make Quincy the next. But there were powerful and ruthless people behind Russo's murder. They prefer that an innocent man dies in jail rather than one of them. There's one way to guarantee that. They killed one lawyer 22 years ago, and they'll kill another without a second thought.

Praise for John Grisham's THE GUARDIANS:...Grisham at his passionate best, conveying every ounce of his anger at the corruption behind the law. It is his finest book for some time. Do not miss it - Daily MailA canny and engrossing blend of two types of Grisham novel: enough of the familiar formula of a single lawsuit in a single town, mixed with a more picaresque and multistranded approach that has the significant advantage of taking in a wider swathe of America - The Sunday TimesDelivered with all his signature easy, flowing style. A past master at the art of deft characterisation and the skilful delivery of hair-raising crescendos, Grisham makes this a deceptively easy read. But The Guardians is much more than a simple legal divertissement... Grisham aims a spotlight at the all-too-prevalent venality of the American 'win at all costs' prosecutorial attitude... much of his inspiration is based on tragic fact - Irish IndependentThe master of the legal thriller turns to one of his real-life passions - freeing those wrongly convicted. Inspired by true stories, the skilful plot follows an ""innocence lawyer"", who goes up against dangerous foes as he dedicates himself to freeing a man behind bars for the murder of a lawyer - Sunday MirrorThis is typical Grisham: speedy, gripping, very good at conveying the complexities of the law in a digestible way - Sunday ExpressSpeedy and gripping - Daily MirrorNo one with any interest in justice could resist this story, which Grisham has structured with all his familiar skill. The good characters are sympathetic, the wicked are truly revolting and the rage is wholly understandable - Literary Review************

THE INNOCENT MAN by John Grisham is now a major six-part documentary series on Netflix************",Hachette UK,384,"Fiction , Thrillers , Suspense",9.78147E+12,English,"Oct 15, 2019"
59,"Blood, Sweat, and Pixels: The Triumphant, Turbulent Stories Behind How Video Games Are Made",Jason Schreier,4.3,135,50.25,SAR,"NATIONAL BESTSELLERDeveloping video games—hero's journey or fool's errand? The creative and technical logistics that go into building today's hottest games can be more harrowing and complex than the games themselves, often seeming like an endless maze or a bottomless abyss. In Blood, Sweat, and Pixels, Jason Schreier takes readers on a fascinating odyssey behind the scenes of video game development, where the creator may be a team of 600 overworked underdogs or a solitary geek genius. Exploring the artistic challenges, technical impossibilities, marketplace demands, and Donkey Kong-sized monkey wrenches thrown into the works by corporate, Blood, Sweat, and Pixels reveals how bringing any game to completion is more than Sisyphean—it's nothing short of miraculous.Taking some of the most popular, bestselling recent games, Schreier immerses readers in the hellfire of the development process, whether it's RPG studio Bioware's challenge to beat an impossible schedule and overcome countless technical nightmares to build Dragon Age: Inquisition; indie developer Eric Barone's single-handed efforts to grow country-life RPG Stardew Valley from one man's vision into a multi-million-dollar franchise; or Bungie spinning out from their corporate overlords at Microsoft to create Destiny, a brand new universe that they hoped would become as iconic as Star Wars and Lord of the Rings—even as it nearly ripped their studio apart. Documenting the round-the-clock crunches, buggy-eyed burnout, and last-minute saves, Blood, Sweat, and Pixels is a journey through development hell—and ultimately a tribute to the dedicated diehards and unsung heroes who scale mountains of obstacles in their quests to create the best games imaginable.",HarperCollins,304,"Business &amp, Economics , Industries , Computers &amp, Information Technology",9.78006E+12,English,"Sep 5, 2017"
60,After Anna,Alex Lake,4.1,"1,633",20.51,SAR,"No.1 EBOOK BESTSELLER. A SUNDAY TIMES TOP 10 PAPERBACK BESTSELLER. A USA TODAY PAPERBACK BESTSELLER.   The real nightmare starts when her daughter is returned...   A bone-chilling psychological thriller that will suit fans of Gone Girl, The Couple Next Door and The Girl on the Train.  A girl is missing. Five years old, taken from outside her school. She has vanished, traceless. The police are at a loss; her parents are beyond grief. Their daughter is lost forever, perhaps dead, perhaps enslaved. But the biggest mystery is yet to come: one week after she was abducted, their daughter is returned. She has no memory of where she has been. And this, for her mother, is just the beginning of the nightmare.",HarperCollins UK,416,none,9.78001E+12,English,"Jul 30, 2015"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
